id,category,year,question,option_a,option_b,option_c,option_d,correct_answer,explanation,reference,difficulty
58,河川、砂防及び海岸・海洋,2019,河川巡視に関する記述として誤っているものはどれか,河川巡視とは河川管理施設の治水上の機能について異常及び変化等を発見・観察・計測等することを目的としている,平常時巡視は巡視内容によってあらかじめ設定した巡視項目について巡視を行う一般巡視と巡視項目・目的・場所等を絞り込んだ目的別巡視に分類される,一般巡視は車・バイク・自転車などを活用し効率的に移動できる方法による,出水時巡視は堤防・洪水流・河道内樹木・河川管理施設等・堤内地の浸水等の状況を概括的且つ迅速に把握するために実施する,a,河川巡視は治水機能だけでなく利水・環境機能も対象とする。誤りの選択肢を特定することが重要です。,河川砂防技術基準,標準
59,土質及び基礎,2019,軟弱地盤対策工に関する記述として誤っているものはどれか,石灰パイル工法は粘性土地盤の含水比低下効果を期待するもので砂質土地盤には適用できない,掘削置換工法は必要な置換土が容易に得られかつ短期間に軟弱層を処理しようとする場合に適する,サンドコンパクションパイル工法は砂質土地盤と粘性土地盤の両方に適用できる,バイブロフロテーション工法は砂質土地盤の支持力増大および液状化防止を目的として用いられる,a,石灰パイル工法は主に粘性土地盤に適用されるが砂質土地盤でも地下水のpH調整等の目的で適用される場合がある,道路土工軟弱地盤対策工指針,標準
60,土質及び基礎,2019,軟弱地盤対策工法に関する記述として誤っているものはどれか,サンドドレーン工法を袋詰め式で施工する場合1本毎に打設するのが一般的である,緩速載荷工法の適用に当たっては圧密層の厚さや圧密および強度特性を十分に検討する必要がある,バイブロフロテーション工法の補給材には砕石・砂利および鉱さい等が多く使われている,サンドコンパクションパイル工法の場合応力分担比は砂杭の場合は3砕石杭の場合は4を採用することが多い,a,サンドドレーン工法では施工効率向上のため複数本を同時に打設することが一般的。誤りの選択肢を特定することが重要です。,道路土工軟弱地盤対策工指針,標準
61,土質及び基礎,2019,軟弱地盤上道路の維持管理に関する記述として誤っているものはどれか,軟弱地盤上における道路の日常点検は舗装及び土工構造物の変状を早期に発見し適切な処置及び補修等の要否を判断するために実施する,地震等の災害発生時に行う緊急点検はできるだけ短時間に実施する必要があるため路面のクラックやひび割れのみを確認し土工構造物及び近接した周辺地盤や構造物の変状は対象外とするのが一般的である,杭で支持された構造物と盛土との取付部の路面は供用後に継続する沈下量の大きさの違いから特に段差が生じやすいので点検の際に注意すると良い,道路面の不同沈下により段差が発生した場合程度によってはパッチングやオーバーレイ等の路面補修が必要となる,b,緊急点検では路面変状に加え土工構造物や周辺地盤・構造物の変状確認も重要。誤りの選択肢を特定することが重要です。,道路土工軟弱地盤対策工指針,標準
62,土質及び基礎,2019,土質試験に関する記述として誤っているものはどれか,一軸圧縮試験は飽和粘性土の非排水せん断強度を求める試験である,三軸圧縮試験では排水条件により異なる強度特性を評価できる,標準貫入試験のN値は地盤の硬軟や締まり具合の判定に用いられる,平板載荷試験は原位置での地盤の支持力特性を求める試験である,a,一軸圧縮試験は自然含水比状態での粘性土の非排水せん断強度を求める試験で必ずしも飽和状態に限定されない,地盤調査の方法と解説,標準
63,土質及び基礎,2019,静的力学試験に関する記述として誤っているものはどれか,非圧密非排水せん断試験は軟弱粘性土地盤上への急速施工時の短期安定検討等に用いられる,一軸圧縮試験はUU試験と同じ非排水条件と考えてよく中間土の強度定数を求める際にも用いられる場合が多い,圧密非排水せん断試験によって得られた値は粘性土を地盤改良により圧密強化させた後の比較的急速な載荷の場合等に用いる,せん断中に間隙水圧を測定するCU試験によって得られた値は粘性土地盤での緩速載荷・掘削時の安定検討に用いられる,b,一軸圧縮試験では中間土の強度定数は適切に求められない場合が多く三軸試験が推奨される。誤りの選択肢を特定することが重要です。,地盤調査の方法と解説,標準
64,土質及び基礎,2019,地盤の支持力と変形に関する記述として誤っているものはどれか,基礎の支持力は地盤の強度特性と基礎の形状・寸法により決定される,基礎の沈下は即時沈下・圧密沈下・二次圧密沈下に分類される,粘性土地盤では圧密沈下が長期間継続する場合がある,すべての基礎で同一の許容支持力を適用することが標準的である,d,許容支持力は地盤条件・基礎形式・荷重条件・重要度により適切に設定する必要がある。誤りの選択肢を特定することが重要です。,道路橋示方書,標準
65,土質及び基礎,2019,切土のり面の安定に関する記述として誤っているものはどれか,岩盤の切土では不連続面の方向がのり面安定に大きく影響する,軟岩では風化の進行により長期的な安定性が問題となる場合がある,土砂地盤では排水対策により間隙水圧を低下させることが重要である,すべての地盤で同一ののり面勾配を適用することが標準的である,d,のり面勾配は地山の土質・岩質・風化状況・地下水条件・地質構造により適切に設定する必要がある。誤りの選択肢を特定することが重要です。,道路土工切土工・斜面安定工指針,標準
66,土質及び基礎,2019,盛土の要求性能に関する記述として誤っているものはどれか,盛土の設計で考慮する要求性能は想定する作用と盛土の重要度に応じて適切に選定する,常時の作用に対する盛土については重要度にかかわらず性能1を要求する,降雨の作用に対する盛土については重要度にかかわらず性能1を要求する,重要度1の盛土についてはレベル2地震動に対して性能2を要求する,c,降雨の作用に対しては重要度に応じて性能1または性能2を要求する。誤りの選択肢を特定することが重要です。,道路土工盛土工指針,標準
67,土質及び基礎,2019,標準貫入試験に関する記述として誤っているものはどれか,標準貫入試験は地盤の N 値を求めるための原位置試験である,質量 63.5kg のハンマーを高さ 76cm から自由落下させて打撃する,サンプラーの外径は 50mm である,貫入量 30cm に要する打撃回数を N 値とする,c,SPTサンプラーの外径はJIS A1219により51±1.0mmと規定されている。誤りの選択肢を特定することが重要です。,地盤調査の方法と解説,標準
68,土質及び基礎,2019,標準貫入試験の実施方法に関する記述として誤っているものはどれか,標準貫入試験は原位置における地盤の硬軟や締まり具合を判定するために実施する,試験に用いるサンプラーは内径35mm外径51mmの二重管サンプラーを使用する,ボーリングロッドの先端にサンプラーを取り付け地表面から所定の深度で試験を実施する,試験結果のN値は全深度で同一の評価基準を適用し地盤の種類による補正は行わない,d,N値は粘性土と砂質土で異なる評価基準を適用し細粒分含有率等による補正を行う場合がある。誤りの選択肢を特定することが重要です。,地盤調査の方法と解説,標準
69,土質及び基礎,2019,地盤調査及び試験に関する記述として正しいものはどれか,設計に用いる地盤の変形特性は孔内載荷試験から求めなければならない,軟弱な粘性土地盤の力学特性は乱れの少ないサンプルを用いた土質試験でしか求めることができない,密度検層と電気検層ならびにPS検層を複合することにより原位置での圧密特性を把握することができる,超高層ビルの耐震構造上の安全確認として地震応答解析が必要となるためボーリングだけでなくPS検層・常時微動測定・動的変形試験・簡易液状化判定などが行われる,d,超高層建築物では地震応答解析のため多様な地盤調査手法が必要となる,地盤調査の方法と解説,標準
70,土質及び基礎,2019,河川堤防の浸透に関する記述として正しいものはどれか,浸透流は堤体内の間隙水圧を低下させる効果がある,川裏のり尻での浸透破壊は安全性上重要な検討項目である,高水位が継続しても浸透の影響は考慮しなくてよい,浸透対策はドレーン工のみで十分である,b,河川堤防では川裏のり尻部でのパイピング・ボイリング等の浸透破壊の照査が安全性確保上重要,河川堤防設計指針,標準
71,土質及び基礎,2019,地下水位低下工法に関する記述として正しいものはどれか,地下水位低下の目的として掘削現場内をドライな環境にして作業性を向上させることと掘削部周辺の地下水が持つ水圧を低減してヒービング・ボイリングを防止することがあげられる,ウェルポイント工法はウェルポイントと呼ばれる小口径の吸水パイプをジェットを用いて地中に挿入し真空圧をかけて地下水を吸引・排水する工法でありシルト質の地盤では適用できない,釜場工法は基本的に掘削底面に湧き出してくる地下水を釜場に集めて排水するもので現場内の地下水位を十分低下させることができる工法である,ディープウェル工法は比較的透水性の高い砂地盤や礫地盤に適用すると広範囲の地下水位を大きく低下させて現場周辺の井戸枯れや地盤沈下などの問題を引き起こすため比較的透水性の小さい地盤での適用例が多い,a,地下水位低下工法の主目的は作業環境改善と土圧軽減による掘削安定性確保,道路土工仮設構造物工指針,標準
72,土質及び基礎,2019,道路土工構造物点検要領に関する記述として誤っているものはどれか,道路土工構造物技術基準に規定された重要度1の長大切土又は高盛土などは大規模な崩壊を起こした際に社会的な影響が大きいことから特定道路土工構造物として頻度を定めて定期的に点検を行い健全性を評価する,道路土工構造物点検には特定土工構造物を対象とした特定土工点検と道路土工構造物の全数を対象とした通常点検がある,通常点検は5年に1回の頻度で全ての道路土工構造物について実施する,点検は目視を基本とし必要に応じて計測機器等を用いて変状の把握を行う,c,通常点検は必要に応じて適切な頻度で実施し一律5年に1回ではない。誤りの選択肢を特定することが重要です。,道路土工構造物点検要領・道路法,標準
73,土質及び基礎,2019,軟弱地盤対策工法に関する記述として誤っているものはどれか,プレロード工法は上載荷重により地盤の圧密促進を図る工法である,バーチカルドレーン工法は圧密の排水距離短縮により圧密時間を短縮する,軽量盛土工法は盛土荷重を軽減することで沈下量を抑制する,深層混合処理工法は地盤の透水性を向上させることを主目的とする,d,深層混合処理工法は固化材により地盤の強度・変形特性の改良を主目的とする。誤りの選択肢を特定することが重要です。,道路土工軟弱地盤対策工指針,標準
74,土質及び基礎,2019,土留め工施工時の計測管理に関する記述として誤っているものはどれか,掘削時の土留めや地盤の挙動については設計どおりに挙動しないことが多いため事前の計画のみでは安全を確保することが難しい,計測結果を効果的にフィードバックするための管理基準値・管理体制について検討する,土留め壁の変形の測定は土留め壁の頭部のみを計測する場合と深さ方向の測定も行う場合があり前者は自立式土留めの計測によく用いられる,掘削底面のボイリングを対象にした計測項目は底面の隆起と被圧帯水層の水圧である,d,ボイリング対策の計測項目は間隙水圧・浸透流・動水勾配の監視が重要。誤りの選択肢を特定することが重要です。,道路土工仮設構造物工指針,標準
75,土質及び基礎,2019,土留め支保工に関する記述として誤っているものはどれか,土留め支保工とは腹起し・切ばり・けい材・グラウンドアンカー等の総称である,土留め支保工は掘削に伴って土留め壁に作用する側圧等の外力を支えて土留め壁の安定を図るために設置するものである,支保工材は設計図書に示す材料と同等以上の性能を有し損耗・損傷・曲がり等の異常がないものを使用しなければならない,土留め支保工のうちグラウンドアンカーに限っては設置期間中に絶対衝撃を与えないように対策しなければならない,d,グラウンドアンカーも他の支保工材と同様に適切な管理が必要だが絶対衝撃禁止の特別規定はない。誤りの選択肢を特定することが重要です。,道路土工仮設構造物工指針,標準
76,土質及び基礎,2019,グラウンドアンカー工に関する記述として誤っているものはどれか,アンカー体は風化の進んでいない良質な地盤に設置するのが望ましい,アンカー自由長は変位追随性を確保するため適切に設定する,定着長は地盤条件と所要アンカー力を考慮して決定する,アンカー頭部は常に引張力が作用するため防錆対策は不要である,d,アンカー頭部は腐食による性能低下を防ぐため適切な防錆・防食対策が必要。誤りの選択肢を特定することが重要です。,グラウンドアンカー設計・施工基準,標準
77,土質及び基礎,2019,カルバートの基礎形式に関する記述として誤っているものはどれか,カルバートの基礎形式はカルバート頂部と裏込め部の間に不同沈下が生じるのを避けるためカルバートと周辺地盤が一体として挙動する直接基礎とするのが望ましい,カルバートの基礎について対策をせずに直接基礎を適用するのが困難な場合は設置箇所の地形や地盤条件・環境条件・施工条件・及びカルバートの構造形式等を総合的に検討し最適な基礎地盤対策を選定する,軟弱地盤にカルバートを設置する場合は盛土各部の沈下量を計算によって推定しそれによりプレロード盛土の重量を決めて早急に盛土の載荷及びカルバートの設置を行うことで不同沈下の少ない安定なカルバートの構築を図る,地表近くに軟弱地盤がある場合には不同沈下が生じるおそれがあるので良質材料での置換えや土質安定処理により改良地盤を形成してこれを支持地盤とする,c,軟弱地盤でのカルバート設置では十分な圧密期間を確保し急速施工は避けるべき。誤りの選択肢を特定することが重要です。,道路土工カルバート工指針,標準
78,土質及び基礎,2019,擁壁工指針における荷重に関する記述として誤っているものはどれか,擁壁の設計に当たって主荷重とは自重・載荷重・土圧・水圧及び浮力であり常に作用すると考えなければならない荷重である,従荷重とは地震の影響・風荷重・雪荷重であり必ずしも常時またはしばしば作用するとは限らないが荷重の組み合わせにおいて必ず考慮しなければならない荷重である,擁壁の設計における一般的な荷重の組合せは自重+載荷重+土圧・自重+土圧・自重+地震の影響の3つである,地震の影響としては擁壁の自重に起因する地震時慣性力・地震時の土圧・地盤の液状化を考慮するものとする,b,従荷重は必ず考慮するものではなく必要に応じて考慮する荷重である。誤りの選択肢を特定することが重要です。,道路土工擁壁工指針,標準
79,土質及び基礎,2019,擁壁の維持管理に関する記述として正しいものはどれか,日常点検では外観の変状のみを確認すればよい,定期点検では構造的な安全性まで詳細に評価する,点検は擁壁本体のみを対象とし周辺地盤は対象外である,変状が発見されても緊急性がなければ対策は不要である,b,定期点検では外観変状の把握に加え構造物の安全性・機能性について詳細な評価を行う,道路土工擁壁工指針,標準
80,土質及び基礎,2019,地盤改良工法に関する記述として誤っているものはどれか,地盤改良は地盤の支持力向上・変形抑制・液状化対策等を目的として実施する,セメント系固化材による深層混合処理工法は軟弱な粘性土地盤に適用される,バイブロフローテーション工法は砂質地盤の密度増大を目的とする工法である,すべての軟弱地盤で同一の改良工法を適用することが標準的である,d,地盤改良工法は地盤条件・改良目的・経済性・環境条件等を総合的に検討して選定。誤りの選択肢を特定することが重要です。,道路土工軟弱地盤対策工指針,標準
81,土質及び基礎,2019,液状化の判定に関する記述として正しいものはどれか,液状化の判定はN値のみで行う,液状化は細粒分含有率が高いほど発生しやすい,液状化判定では地震動の大きさと継続時間を考慮する,地下水位が深い場合は液状化判定は不要である,c,液状化判定では地震動の規模・継続時間・地盤の動的特性を総合的に考慮する,道路橋示方書,標準
82,土質及び基礎,2019,鋼管矢板基礎の設計に関する記述として誤っているものはどれか,鋼管矢板基礎の降伏変位は鋼管矢板の塑性化又は鋼管矢板の鉛直反力が上限値に達することにより上部構造の慣性力作用位置での水平変位が急増し始めるときの値とする,鋼管矢板基礎の塑性率の制限値及び変位の制限値は鋼管矢板基礎に生じる損傷が橋としての機能の回復が容易に行い得る範囲で定める,鋼管矢板基礎の挙動を厳密に評価するためには継手管部の線形性・地盤の粘弾塑性・鋼管矢板の線形性を考慮した解析モデルによるのが望ましい,鋼管矢板基礎周辺の地盤抵抗は前面地盤の水平抵抗・側面地盤の水平せん断抵抗・外周面の前面地盤と側面地盤の鉛直せん断抵抗・底面地盤の鉛直抵抗とせん断抵抗を考慮する,c,鋼管矢板基礎の解析では継手管部・地盤・鋼管矢板の非線形性を考慮することが重要。誤りの選択肢を特定することが重要です 設計基準への準拠が必要です。,道路橋示方書,標準
83,土質及び基礎,2019,杭に働く負の周面摩擦力に関する記述として誤っているものはどれか,圧密沈下が生じると考えられる地盤を貫いて打設される杭では杭周面に上向きに作用する負の周面摩擦力を考慮する必要がある,負の周面摩擦力を低減する対策として既製杭の場合杭周面に瀝青材を塗布した杭等を用いる方法がある,負の周面摩擦力が作用する部分は中立点より上方である,負の周面摩擦力は圧密沈下する層およびその上層に働く負の周面摩擦力の和として求められる,a,負の周面摩擦力は杭周面に下向きに作用する力である。誤りの選択肢を特定することが重要です。,道路橋示方書,標準
84,土質及び基礎,2019,基礎の支持力算定に関する記述として誤っているものはどれか,極限支持力は地盤の強度定数により算定する,許容支持力は極限支持力を安全率で除して求める,支持力算定では基礎の形状・寸法を考慮する,すべての基礎で安全率3.0を適用することが標準的である,d,安全率は基礎の種類・重要度により異なり2.0～3.0の範囲で設定する。誤りの選択肢を特定することが重要です。,道路橋示方書,標準
85,土質及び基礎,2019,地中連続壁基礎を採用するにあたり設計・施工条件として最も適用性が低いものはどれか,支持層の地質が軟岩である,中間層に最大れき径5cm程度の砂れき層が存在する,地下水の流速が4m/minの滞水層が存在する,支持層の深さが50m程度である,c,地下水流速が4m/minは地中連続壁の施工に大きな支障となる。設計基準への準拠が必要です。,道路橋示方書,標準
86,土質及び基礎,2019,液状化対策工法に関する記述として正しいものはどれか,地盤改良工法では液状化抵抗率の向上を図る,構造物対策では基礎構造のみを強化すればよい,液状化対策は砂質土地盤でのみ必要である,地下水位が深い場合は液状化の影響を考慮しなくてよい,a,液状化対策の地盤改良工法では密度増大や固化により地盤の液状化抵抗率を向上させる,道路橋示方書,標準
87,土質及び基礎,2019,地盤の液状化に関する記述として誤っているものはどれか,液状化に対する抵抗率は地震時に作用するせん断応力比と動的せん断強度比の比で表される,液状化は地盤の密度が大きくなるほど発生しやすい,土の種類および拘束圧が一定の時N値が大きいほど液状化が生じにくい,動的せん断強度は地表面からの深さが深くなるほど増大する,b,液状化は地盤の密度が小さいほど発生しやすい。誤りの選択肢を特定することが重要です。,道路土工軟弱地盤対策工指針,標準
88,土質及び基礎,2019,砂の相対密度を求める式として正しいものはどれか,Dr=(emax-e)/(emax-emin),Dr=(e-emin)/(emax-emin),Dr=(e+1)/(emax-emin),Dr=(e-1)/(emax-emin),a,相対密度は最大・最小・現在の間隙比から算定される,地盤調査の方法と,
89,鋼構造及びコンクリート,2019,鋼構造の座屈設計に関する次の記述のうち、誤っているものはどれか。,座屈荷重は部材の断面2次モーメントに比例する,座屈応力は細長比の2乗に反比例する,座屈長係数は部材の両端固定の場合に2.0となる,座屈現象は圧縮力を受ける細長い部材で生じやすい,c,座屈長係数は支持条件によって決定される。両端固定の場合は0.5、両端ピン支持の場合は1.0、一端固定・他端ピンの場合は0.7、一端固定・他端自由の場合は2.0である。したがって、選択肢cの「両端固定で2.0」は誤りであり、正しくは「一端固定・他端自由で2.0」である。オイラーの座屈理論に基づく基本的な知識である。,道路橋示方書・鋼構造設計基準,中
90,鋼構造及びコンクリート,2019,鋼橋の架設工法に関する記述として誤っているものはどれか,ベント工法は仮設支柱により支持して架設する工法である,送り出し工法は桁を橋軸方向に送り出して架設する工法である,張出し工法は主塔から左右に張り出して架設する工法である,一括架設工法は桁を一括して架設する工法である,c,張出し工法は橋脚から左右に張り出して架設する工法で主塔からの張出しは斜張橋等の特殊な場合。誤りの選択肢を特定することが重要です。,道路橋示方書,標準
91,鋼構造及びコンクリート,2019,コンクリートの養生に関する記述として誤っているものはどれか,湿潤養生は硬化に必要な水分を供給する,温度養生は硬化を促進する効果がある,養生期間は外気温が高いほど短縮できる,膜養生は水分の逸散を促進する養生方法である,d,膜養生は水分の逸散を防ぐ養生方法でプラスチックシート等により被覆する。誤りの選択肢を特定することが重要です。,道路橋示方書,標準
92,鋼構造及びコンクリート,2019,鋼材の種類と用途に関する記述として誤っているものはどれか,炭素鋼は一般構造用として広く使用される,高張力鋼は高い降伏点を有する鋼材である,ステンレス鋼は耐食性に優れる,耐候性鋼は塗装が一切不要な鋼材である,d,耐候性鋼も海岸部等の厳しい環境条件では塗装が必要な場合がある。誤りの選択肢を特定することが重要です。,道路橋示方書,標準
93,鋼構造及びコンクリート,2019,マスコンクリートに関する記述として誤っているものはどれか,部材寸法が大きく水和熱による温度上昇が問題となるコンクリートである,温度ひび割れの発生を抑制する必要がある,低発熱型セメントの使用が効果的である,打設後の急速な冷却が推奨される,d,マスコンクリートでは急速冷却による温度応力を避け緩やかな冷却とする。誤りの選択肢を特定することが重要です。,道路橋示方書,標準
94,鋼構造及びコンクリート,2019,鋼構造の疲労設計に関する記述として誤っているものはどれか,疲労は繰返し荷重により生じる破壊現象である,疲労強度は応力振幅により決定される,疲労亀裂は圧縮応力部でも発生する,疲労設計では応力集中を考慮する必要がない,d,疲労設計では応力集中係数を考慮し詳細区分により疲労強度を設定する。誤りの選択肢を特定することが重要です 設計基準への準拠が必要です。,道路橋示方書,標準
95,鋼構造及びコンクリート,2019,鋼構造橋梁の防食に関する記述として誤っているものはどれか,防食塗装は鋼材を大気から遮断し腐食を防止する,重防食塗装は厳しい腐食環境で使用される,めっき処理は亜鉛等により鋼材表面を被覆する防食法である,防食対策は建設時のみ実施すればよく維持管理での対策は不要である,d,防食対策は建設時から維持管理まで継続的に実施し塗装の更新等が必要。誤りの選択肢を特定することが重要です。,道路橋示方書,標準
96,鋼構造及びコンクリート,2019,鋼構造の溶接欠陥に関する記述として誤っているものはどれか,ブローホールは溶接金属中の気泡による欠陥である,アンダーカットは母材が削られて生じる欠陥である,オーバーラップは溶接金属が母材上に重なった状態の欠陥である,割れは溶接部に生じる最も危険な欠陥である,c,オーバーラップは溶接金属が母材表面に適切に溶け込まず重なって付着した欠陥。誤りの選択肢を特定することが重要です。,道路橋示方書,標準
97,鋼構造及びコンクリート,2019,プレキャストコンクリートに関する記述として誤っているものはどれか,工場製作により品質が安定する,現場での工期短縮が可能である,接合部の設計が重要である,現場打ちコンクリートより品質が劣る,d,プレキャスト部材は工場製作により品質管理が徹底され現場打ちより品質が安定。誤りの選択肢を特定することが重要です。,道路橋示方書,標準
98,鋼構造及びコンクリート,2019,鋼橋の維持管理に関する記述として誤っているものはどれか,定期的な点検により早期損傷発見が可能となる,塗装の劣化は鋼材腐食の要因となる,疲労亀裂は目視により発見できる,維持管理は建設完了後は不要である,d,維持管理は供用期間中継続的に必要で定期点検・補修・更新を実施する。誤りの選択肢を特定することが重要です。,道路橋示方書,標準
99,鋼構造及びコンクリート,2019,コンクリートの配筋に関する記述として誤っているものはどれか,鉄筋のかぶりは耐久性確保のため必要である,鉄筋の継手は応力伝達のため適切に設ける,鉄筋の定着長は付着性能により決定される,鉄筋の間隔はコンクリートの充填性のみを考慮して決定される,d,鉄筋間隔は構造性能・施工性・耐久性を総合的に考慮して決定する。誤りの選択肢を特定することが重要です。,道路橋示方書,標準
100,鋼構造及びコンクリート,2019,鋼構造物の検査に関する記述として誤っているものはどれか,外観検査は目視により行う検査である,浸透探傷検査は表面欠陥の検出に用いる,磁気探傷検査は内部欠陥の検出に用いる,超音波探傷検査は板厚方向の欠陥検出に有効である,c,磁気探傷検査は表面・表面近傍欠陥の検出に用い内部欠陥は超音波探傷で検出。誤りの選択肢を特定することが重要です。,道路橋示方書,標準
101,鋼構造及びコンクリート,2019,繊維補強コンクリートに関する記述として誤っているものはどれか,鋼繊維により引張強度が向上する,炭素繊維により軽量化が図れる,ガラス繊維によりひび割れ抵抗性が向上する,繊維補強により圧縮強度が大幅に向上する,d,繊維補強の主効果は引張強度・靭性・ひび割れ抵抗性向上で圧縮強度の大幅向上は期待できない。誤りの選択肢を特定することが重要です。,道路橋示方書,標準
102,鋼構造及びコンクリート,2019,鋼材の機械的性質に関する次の記述のうち、誤っているものはどれか。,降伏比が高いほど靭性が向上する,伸びは引張試験における塑性変形能力を示す指標である,絞りは引張試験時の断面収縮率を表す,引張強度は材料が破断するまでに耐えうる最大応力である,a,降伏比（降伏点/引張強度）が高いということは、降伏点と引張強度の差が小さいことを意味し、これは一般的に靭性の低下を示す。靭性とは材料の粘り強さを表し、降伏後の塑性変形能力と関連する。降伏比が高い材料は脆性的な性質を示しやすく、地震時などの繰り返し荷重に対する性能が劣る場合がある。道路橋示方書では、鋼材の降伏比に上限値を設けている。,道路橋示方書・鋼構造設計基準,中
103,鋼構造及びコンクリート,2019,構造用鋼材の化学成分とその影響に関する記述として正しいものはどれか,炭素含有量が多いほど強度は高くなるが延性と溶接性は低下する,硫黄は鋼材の強度向上に寄与する有益な元素である,りんは少量でも鋼材の靭性を著しく向上させる,窒素は鋼材の溶接性を向上させる重要な元素である,a,炭素含有量の増加は強度向上をもたらすが延性・溶接性・靭性は低下する,道路橋示方書,標準
104,鋼構造及びコンクリート,2019,鋼橋の防食に関する記述として誤っているものはどれか,重防食塗装系は高耐久性を要求される橋梁に適用される,溶融亜鉛めっき後塗装仕上げは優れた防食性能を有する,ウェザリング鋼は裸使用により維持管理が不要となる,犠牲陽極法は電気化学的防食法の一種である,c,ウェザリング鋼も適切な環境条件下での使用が前提で定期的な維持管理は必要。誤りの選択肢を特定することが重要です。,道路橋示方書,標準
105,鋼構造及びコンクリート,2019,コンクリートの補修・補強工法に関する次の記述のうち、誤っているものはどれか。,断面修復工法は欠損部分にポリマーセメントモルタルを充填する工法である,表面被覆工法は塩化物イオンの侵入を防止する効果がある,電気化学的防食工法は鉄筋の腐食を抑制する工法である,ひび割れ注入工法では必ずエポキシ樹系注入材を使用しなければならない,d,ひび割れ注入工法で使用する注入材は、ひび割れの幅、深さ、原因等に応じて適切に選定する必要がある。エポキシ樹脂系のほか、ウレタン系、アクリル系、セメント系など多様な注入材があり、構造物の要求性能や環境条件に応じて最適なものを選択する。「必ずエポキシ樹脂系を使用」という記述は誤りである。,コンクリート標準示方書・維持管理編,中
106,鋼構造及びコンクリート,2019,コンクリートの品質管理に関する記述として誤っているものはどれか,圧縮強度試験は標準養生した供試体で行う,スランプ試験はワーカビリティの管理に用いる,塩化物含有量試験は耐久性確保のため実施する,空気量試験は単位水量の管理のため実施する,d,空気量試験は凍害抵抗性確保のためエントレインドエアの管理に用いる。誤りの選択肢を特定することが重要です。,道路橋示方書,標準
107,鋼構造及びコンクリート,2019,鋼材の溶接に関する次の記述のうち、誤っているものはどれか。,アーク溶接は鋼構造物の接合で最も一般的に用いられる溶接法である,予熱は溶接部の冷却速度を遅くし溶接性を向上させる,後熱処理は溶接による残留応力を軽減する効果がある,溶接棒の選定は母材の強度に関係なく同一のものを使用すればよい,d,溶接棒（溶接材料）の選定は、母材の化学成分、機械的性質、板厚、溶接姿勢、要求される継手性能等を総合的に考慮して行う必要がある。母材よりも低い強度の溶接材料を使用すると継手強度が不足し、過度に高い強度の材料を使用すると靭性が低下する可能性がある。適切な溶接材料の選定は溶接品質確保の基本である。,道路橋示方書・鋼構造設計基準,中
108,鋼構造及びコンクリート,2019,鋼構造の座屈に関する記述として誤っているものはどれか,局部座屈は板要素の面外変形による不安定現象である,全体座屈は部材全体の変形による不安定現象である,横座屈は梁の圧縮フランジに生じる座屈現象である,せん断座屈はウェブに生じる面内座屈現象である,c,横座屈は梁の横方向変形と回転変形が連成した座屈現象で圧縮フランジのみの現象ではない。誤りの選択肢を特定することが重要です。,道路橋示方書,標準
109,鋼構造及びコンクリート,2019,コンクリートの調合に関する次の記述のうち、誤っているものはどれか。,水セメント比を小さくするとコンクリートの強度は向上する,細骨材率を適切に設定することでワーカビリティが向上する,AE剤の使用により凍結融解抵抗性が向上する,単位水量を増加させると必ずワーカビリティが向上する,d,単位水量の増加は一時的にワーカビリティを向上させるが、同時にブリーディングや材料分離を引き起こしやすくなり、硬化後の強度低下や耐久性の劣化を招く。適切なワーカビリティの確保は、水セメント比、細骨材率、混和剤の適切な使用により行うべきであり、単純な単位水量の増加は好ましくない。コンクリート標準示方書では適切な単位水量の範囲が規定されている。,コンクリート標準示方書・設計編,中
110,鋼構造及びコンクリート,2019,鋼材の腐食に関する記述として誤っているものはどれか,腐食は電気化学的反応により生じる,塩分環境では腐食が促進される,防食塗装により腐食を防止できる,ステンレス鋼は絶対に腐食しない材料である,d,ステンレス鋼も塩化物環境等の条件により孔食・すきま腐食等が生じる場合がある。誤りの選択肢を特定することが重要です。,道路橋示方書,標準
111,鋼構造及びコンクリート,2019,鉄筋の材料特性に関する記述として誤っているものはどれか,降伏強度は設計で用いる重要な指標である,伸びは鉄筋の延性を示す指標である,弾性係数はヤング係数とも呼ばれる,鉄筋の引張強度は圧縮強度より小さい,d,鉄筋は引張・圧縮強度がほぼ同じで引張強度が圧縮強度より小さいことはない。誤りの選択肢を特定することが重要です。,道路橋示方書,標準
112,鋼構造及びコンクリート,2019,鉄筋コンクリートの設計に関する次の記述のうち、誤っているものはどれか。,鉄筋とコンクリートの付着により一体として挙動する,コンクリートは圧縮力を鉄筋は引張力を主に負担する,終局限界状態では安全性を照査する,使用限界状態では機能性や美観を照査する必要はない,d,使用限界状態の照査では、構造物の機能性、使用性、美観等を確保するため、ひび割れ幅の制限、たわみの制限、振動の制限等を行う。これらは構造物の日常的な使用において重要な要素であり、使用限界状態設計の重要な項目である。コンクリート標準示方書では、使用限界状態における詳細な照査方法が規定されている。,コンクリート標準示方書・設計編,中
